index,source,target,llama_fewshot
221,"ഗെയിം തിരഞ്ഞെടുക്കലുകൾ ഉണ്ട്, എന്റെ മിക്ക കുട്ടികളും കളിക്കുന്നു. ദൈനംദിന ഉപയോഗത്തിന് മികച്ചത്!","Has game selections, most my kids play. Great for daily use!","There are multiple game options, my kids all love playing them. Great for daily use!"
222,"ഞാൻ ഒരിക്കലും പുസ്തകങ്ങൾ വായിക്കാറില്ല, എന്റെ കിൻഡിൽ കിട്ടുന്നതുവരെ ഞാൻ ഏതാനും മാസങ്ങൾക്കുള്ളിൽ പത്തിലധികം പുസ്തകങ്ങൾ വായിച്ചു","I never used to read books, until I got my kindle I have read over 10 books in a few months","I never read books, I read over ten books in a few months until my Kindle arrived."
223,"ഓം ഈ ഉൽപ്പന്നം മികച്ച ബാറ്ററിയാണ്, HD സ്‌ക്രീൻ ഇത് ഇഷ്ടപ്പെടുന്നു",Omg this product is excelent good batery and HD screen love this,"This product has a great battery, I like that it has an HD screen."
224,എന്റെ മരുമകന്റെ ജന്മദിനത്തിനായി ഞാൻ വാങ്ങിയ എന്റെ ഭാര്യയിൽ നിന്ന് ക്രിസ്തുമസിന് ലഭിച്ച എന്റെ എക്കോയെ ഞാൻ ഇഷ്ടപ്പെടുന്നു. അദ്ദേഹത്തിന് ആമസോൺ പ്രൈം ഉള്ളതിനാൽ എക്കോ ഉപയോഗിച്ച് അദ്ദേഹത്തിന് കൂടുതൽ കാര്യങ്ങൾ ചെയ്യാൻ കഴിയും. ഞാനും സബ്സ്ക്രൈബ് ചെയ്യും.,I love my Echo that I received for Christmas from my wife that I bought it for my son in law for his birthday. He has Amazon prime so he can do much more with the Echo. I will be subscribing also.,"I really like my Echo that I got from my sister-in-law for Christmas. Since he has an Amazon Prime, he can do more things using the Echo. I will also subscribe."
225,"എന്റെ 7 വയസ്സുള്ള കൊച്ചുമകൾക്ക് ക്രിസ്മസ് സമ്മാനമായി ഞാൻ ഇത് വാങ്ങി, അവൾക്ക് ഉപയോഗിക്കാൻ വളരെ എളുപ്പമാണ്.",I bought this as a Christmas gift for my 7yr old granddaughter and it's very easy for her to use.,"I bought this for my 7-year-old daughter as a Christmas gift, and it's very easy for her to use."
226,"ഇതിലൊന്ന് വാങ്ങാൻ ഞാൻ മടിച്ചു, പക്ഷേ ഞാൻ റിസ്ക് എടുത്തു, റിസ്ക് ഫലം നൽകി. ഇത് ഒരു ചെറിയ ബോക്സിലെ ഒരു അത്ഭുതകരമായ ഹാർഡ്‌വെയറാണ്, ഒരു സ്റ്റൈലിഷ് ബോക്‌സ് പരാമർശിക്കേണ്ടതില്ല. നിങ്ങൾ ഒരു സ്ട്രീമിംഗ് ബോക്‌സിനായി തിരയുകയാണെങ്കിൽ? ഇനി നോക്കേണ്ട!","I was hesitant in buying one of these but I took the risk and the risk paid off. It's an amazing piece of hardware in a little box, not to mention a stylish box. If your looking for a streaming box? Look no further!","I was hesitant to buy one, but I took the risk and it paid off. This is a small box with amazing hardware, no need to mention the stylish box. If you're looking for a streaming box? Look no further!"
227,"മൊത്തത്തിൽ ടാബ്‌ലെറ്റ് കുഴപ്പമില്ല, ഞാൻ 50$ നൽകി, അതിനാൽ സ്‌പെസിഫിക്കേഷനുകളെക്കുറിച്ച് പരാതിപ്പെടാൻ കഴിയില്ല, പക്ഷേ നിങ്ങൾക്ക് ഗൂഗിൾ സേവനങ്ങൾ ഉപയോഗിക്കാൻ കഴിയില്ലെന്നത് വഷളാകുന്നു. ഗൂഗിളില്ല, യൂട്യൂബും ജിമെയിലും ഇല്ല!","Overall the tablet is okay, I just paid 50$ so can't complain anything about specs but the fact that you can't use google services sucks. No google, no youtube, gmail!","Overall the tablet is fine, I paid $50 so I can't complain about the specifications, but it's a problem that you can't use Google services. No Google, no YouTube, no Gmail!"
228,"പുസ്തകങ്ങൾ വായിക്കാനും ഇന്റർനെറ്റ് ബ്രൗസ് ചെയ്യാനും ആമസോൺ ഫയർ ടാബ്‌ലെറ്റ് വാങ്ങി. വളരെ സന്തോഷത്തോടെ നന്നായി പ്രവർത്തിക്കുന്നു,","Bought the Amazon Fire tablet to read books and brows the internet. Works well very happy,",I bought an Amazon Fire Tablet to read books and browse the internet. It's working very well and I'm very happy with it.
229,3d ഇഫക്‌റ്റുള്ള മികച്ചതും തെളിഞ്ഞതുമായ സ്‌ക്രീൻ. എളുപ്പമുള്ള സജ്ജീകരണം. സ്നേഹിക്കുന്നു!!,"Great and clear looking screen, with a 3d effect. Easy set up. Loving it!!",Great 3D effects and a clear screen. Easy to set up. Love it!!
230,"കിൻഡിൽ അത് വേണ്ടതുപോലെ പ്രവർത്തിക്കുന്നു, വിലകുറഞ്ഞതാണെങ്കിലും ചെറിയ ബാറ്ററി ലൈഫ് ഉണ്ട്",The Kindle works as it should and was inexpensive but has a short battery life,"Kindle is working as expected, it's a good value even though it has a small battery life."
231,"ആമസോൺ എക്കോ അതിവേഗം പ്രതികരിക്കുന്ന, വോയ്‌സ്-ആക്ടിവേറ്റഡ് ഇന്റർഫേസാണ്. കലണ്ടർ, ഷോപ്പിംഗ് ലിസ്റ്റുകൾ, ട്രിവിയകൾ എന്നിവ കൈകാര്യം ചെയ്യുന്നതുപോലുള്ള ചില അടിസ്ഥാന കാര്യങ്ങൾക്കുള്ള മികച്ച വ്യക്തിഗത സഹായിയാണ് ഇത്.","The Amazon Echo is a fast-responding, voice-activated interface. It is a great personal assistant for some of the basics at home like managing a calendar, shopping lists, and trivia.","Amazon Echo is fast responding, voice-activated interface. It is a great personal assistant for basic things like managing calendars, shopping lists, and trivia."
232,"സംഗ്രഹം നിങ്ങളെ കബളിപ്പിക്കാൻ അനുവദിക്കരുത്; ഇത് മൂന്നാമത്തേതാകാൻ കാരണം ഗുണനിലവാരമാണ്! ഞാൻ എനിക്കായി ഒരെണ്ണം വാങ്ങി, എന്റെ മരുമകന് ഒന്ന്, എന്റെ അമ്മയ്ക്ക് പകരമായി ഞാൻ ഇത് വാങ്ങി, അവളുടെ ചെറിയ അപ്പാർട്ട്മെന്റിൽ പുസ്തകങ്ങൾ വായിക്കാൻ ഇത് ഉപയോഗിക്കുന്നു. കിൻഡിൽ ഫയർ വളരെ ഉപയോക്തൃ-സൗഹൃദമാണ്, വിലകുറഞ്ഞതും എന്നാൽ വിശ്വസനീയവുമായ ടാബ്‌ലെറ്റ് ആഗ്രഹിക്കുന്ന ആർക്കും ഞാൻ ഇത് ശുപാർശചെയ്യുന്നു.","Don't let the summary fool you; the reason this is the third one is because of the quality! I've bought one for myself, one for my son-in-law, and I bought this as a replacement for my mother, who uses it to read books in her tiny apartment. The Kindle Fire is extremely user-friendly, and I'd recommend it to anyone wanting an inexpensive but reliable tablet.","Don't let it hook you; it's quality that makes it third best! I bought one for myself, one for my son-in-law, and I bought this one as a replacement for my mom, who uses it to read books in her small apartment. Kindle Fire is very user-friendly, and although it's affordable, it's also a reliable tablet that I would recommend to anyone who wants one."
233,വീടിന് ചുറ്റും കറങ്ങുന്നത് വളരെ നല്ല കാര്യമാണ്,It's a really good thing to have a round the house,It's great to have it around the house.
