source,target
<E2M> Daughter bought for 2nd cheap tablet for movies. Great,"daughter movies വേണ്ടി cheap second tablet വാങ്ങി, great ആണ്."
"<E2M> Light weight, charge lasts for upto a week and can read pretty much anytime of the day indoor or outdoor ... very happy to have this e-reader","light weight ആണ്, charge upto a week നിലനിൽക്കും, indoor outdoor ഏത് സമയത്തും read ചെയ്യാം. ഈ e reader ലഭിച്ചതിൽ very happy ആണ്"
"<M2E> ഈ gadget amazing ആണ്, നിങ്ങൾക്ക് 1958 മുതൽ ഉള്ള movies കാണാൻ കഴിയും.",This gadget is amazing - you can watch movies from 1958 if you are into that era.
<M2E> so much love ചെയ്ത് രണ്ട് വാങ്ങി parents ന് ഒന്ന് easy setup installation process smooth highly recommend,"I love this so much, I bought two! Also bought one for my parents. It is really easy to start up. Walks you right through the install process. I highly recommend."
<E2M> This is my second Kindle. Tried using a tablet and that didn't work. Glad I went back to a Kindle.,"ഇത് എന്റെ second Kindle ആണ്. tablet ഉപയോഗിക്കാൻ try ചെയ്തു, work ചെയ്തില്ല. Kindle ലേക്ക് back പോയതിൽ സന്തോഷം."
"<M2E> ഒരു മാസം മുമ്പ് വാങ്ങി, complaints ഒന്നുമില്ല, nice ereader ആണ്, job ചെയ്യുന്നു",I bought it almost a month ago and I've no complaints so far with it. It's a nice little ereader that does its job.
<E2M> Excellent product. Easy to use. Mostly used for reading and utilizing aps,"excellent product. easy use. reading, apps use."
"<M2E> എനിക്ക് മുമ്പ് tablet ഉണ്ടായിരുന്നില്ല. എല്ലാം easy ആയി figure out ചെയ്യാൻ കഴിഞ്ഞു, battery long time lasts.",I've never had a tablet before. Everything was easy to figure out battery lasts a long time
<M2E> kids ന് great ആണ്. എന്റെ family യിൽ എല്ലാവർക്കും ഒരെണ്ണം ഉണ്ട്,Great for the kids. Everyone in my family has one.
<E2M> Bought the tablet for a larger screen than my phone. Love it.,"phone നേക്കാൾ larger screen വേണ്ടി tablet വാങ്ങി, love ചെയ്യുന്നു"
<E2M> Does the job Sometimes misunderstands. Need to buy the right equipment with it.,"job ചെയ്യുന്നു, ചിലപ്പോൾ misunderstand ചെയ്യും, right equipment വാങ്ങണം."
<E2M> This is a neat product but did not fit my needs.I have several bluetooth devices and some could not be recognized so I did return it. Might be good for others as what did work worked ok.,"ഈ product neat ആണ്, പക്ഷേ എന്റെ needs ന് fit അല്ല. ചില bluetooth devices recognize ചെയ്തില്ല, അതിനാൽ return ചെയ്തു. മറ്റുള്ളവർക്ക് good ആയിരിക്കും"
"<M2E> Works great. Weather report നൽകുന്നു, shopping list send ചെയ്യുന്നു. ഇതിനെ love ചെയ്യുന്നു.","Works great. Gives weather report ,sends shopping list. Love it"
"<M2E> ഇത് എന്റെ first Paperwhite ആണ്, ഞാൻ ഇത് love ചെയ്യുന്നു. kindle keyboard kindle fire kindle fire HD ഉപയോഗിച്ചിട്ടുണ്ടെങ്കിലും reading ന് good eReader ആണ് ഞാൻ prefer ചെയ്യുന്നത്. dark bright conditions ൽ ഇത് perfect ആണ്. battery FOREVER last ചെയ്യും","This is my first Paperwhite and I love it. I've had a kindle keyboard (loved it), kindle fire (was okay), kindle fire HD (good for a tablet) but i just love a good ol' eReader for reading. Nothing else will do and this Paperwhite is perfect to read in dark and bright situations. PLUS....The battery last FOREVER!!"
<E2M> Simple and easy to use! Great basic tablet! Perfect for kids!,simple ഉം easy to use ഉം ആണ്. great basic tablet. kids ന് perfect ആണ്.
"<M2E> 5 വാങ്ങി, easy set up ആണ്, kids love ചെയ്യുന്നു.",I bought 5 of these and they are really easy to set up and my kids love them
"<M2E> ഈ device ൽ നിന്ന് print ചെയ്യാൻ കഴിയില്ല, touch screen ഉപയോഗിക്കാൻ difficult ആണ്",Can not print from this device...Using the touch screen is very difficult.
<M2E> basic range ൽ good product ആണ് not that fast,Its a good product in the basic range. Not that fast to work on.
<E2M> Very light to carry and easy to read in all light situations. The battery life makes it great for when you are on the road.,"very light carry ചെയ്യാൻ easy ആണ്, എല്ലാ light conditions ൽ read ചെയ്യാം. battery life road use ന് great ആണ്."
<E2M> I got this because I love to read. Lots of books on it. I really love the battery life on it. I can go a week with one charge on it. No complaints except now I got to find time to read all the books on it,"reading love ചെയ്യുന്നതിനാൽ വാങ്ങി, lots of books ഉണ്ട്, battery life great ആണ്, one charge week നീളും, complaints ഇല്ല."
"<M2E> bedroom ൽ movies TV shows stream ചെയ്യാൻ വാങ്ങി. bed ൽ നിന്ന് shopping ചെയ്യാം, love ചെയ്യുന്നു","We bought this for our bedroom and love that we can finally stream movies and tv shows while relaxing in bed. Plus I can shop on my tv from my bed, I love it!!"
"<E2M> Such a neat addition to our home. Alexa keeps up with my shopping list and reminders. Plus, my son loves her games and stories!","ഞങ്ങളുടെ home ന് neat addition ആണ്. Alexa എന്റെ shopping list ഉം reminders ഉം keep ചെയ്യുന്നു. കൂടാതെ, എന്റെ son അവളുടെ games ഉം stories ഉം love ചെയ്യുന്നു."
"<M2E> ഈ unit love ആണ്, ahead of the game stay ചെയ്യാൻ സഹായിക്കുന്നു, എല്ലാവർക്കും വേണം.",Love this unit! Helps me stay ahead of the game. Everyone should own one.
"<M2E> great item ആണ്, timely transaction, 2 thumbs up great",Great item. Timely transaction. 2 thumbs up! GREAT
"<M2E> എന്റെ grandkids ഇത് love ചെയ്യുന്നു, 6-7 year olds ന് 3 വാങ്ങി, അവരുടെ মতে best gift ആണ്","My grandkids love these, purchased 3 for the 6 - 7 year old. Per them ""the best gift I got"""
"<M2E> ഈ tablet market ൽ brightest, lightest, fastest, thinnest ഒന്നുമല്ല, പക്ഷേ എനിക്ക് Amazon Prime ഉണ്ട്, ഇത് എന്നെ shopping ചെയ്യാനും കുറച്ച് gaming ചെയ്യാനും videos, movies കാണാനും music കേൾക്കാനും books വായിക്കാനും internet browse ചെയ്യാനും അനുവദിക്കുന്നു. ഞാൻ പറയുന്നത്, ഒരു tablet ഉപയോഗിച്ച് നിങ്ങൾ മറ്റെന്താണ് ചെയ്യുക. അതിലും more than satisfied.","This tablet isn't the brightest, lightest, fastest, thinnest tablet on the market, but i have Amazon Prime and it allows me to shop, do a little gaming, watch videos and movies, listen to music, read books, and browse the internet. I mean really, what else do you do with a tablet. More that satisfied."
