index,manglish,eng,mal,gpt5_fewshot
268,"Amazon Fire TV excellent purchase ആയിരുന്നു. Cable TV cancel ചെയ്തതിൽ regret ഇല്ല. Hulu, Showtime, Netflix stream ചെയ്യുന്നു. Beat ചെയ്യാൻ കഴിയില്ല.","The Amazon Fire TV was an excellent purchase. I do not regret canceling cable TV. Streaming Hulu, Showtime, Netflix when I want. You can't beat it.","ആമസോൺ ഫയർ ടിവി ഒരു മികച്ച വാങ്ങലായിരുന്നു. കേബിൾ ടിവി റദ്ദാക്കിയതിൽ ഞാൻ ഖേദിക്കുന്നില്ല. എനിക്ക് ആവശ്യമുള്ളപ്പോൾ ഹുലു, ഷോടൈം, നെറ്റ്ഫ്ലിക്സ് സ്ട്രീം ചെയ്യുന്നു. നിങ്ങൾക്ക് അതിനെ തോൽപ്പിക്കാൻ കഴിയില്ല.","Amazon Fire TV was an excellent purchase. I do not regret canceling cable TV. I stream Hulu, Showtime, and Netflix. You cannot beat it."
269,"Fire stick movies വീട്ടിൽ easy ആയി ലഭ്യമാക്കുന്നു, HD format ൽ living room ൽ കാണാം.",The fire stick makes getting movies at home a breeze. Most movies can be seen in HD format from your living room.,ഫയർ സ്റ്റിക്ക് വീട്ടിൽ സിനിമ ലഭിക്കുന്നത് ഒരു കാറ്റ് ആക്കുന്നു. മിക്ക സിനിമകളും നിങ്ങളുടെ സ്വീകരണമുറിയിൽ നിന്ന് HD ഫോർമാറ്റിൽ കാണാൻ കഴിയും.,Fire stick makes movies easily available at home and can be watched in HD in the living room.
270,"live tv കാണുന്നില്ലെങ്കിൽ great item ആണ്, pre installed apps downloads plenty ഉണ്ട് busy ആക്കാൻ.",This is a great item to have if you don't watch live tv. It has plenty of pre installed apps and downloads to keep anyone busy.,നിങ്ങൾ ലൈവ് ടിവി കാണുന്നില്ലെങ്കിൽ ഇത് ഒരു മികച്ച ഇനമാണ്. ആരെയും തിരക്കിലാക്കാൻ ഇതിന് ധാരാളം മുൻകൂട്ടി ഇൻസ്റ്റാൾ ചെയ്ത ആപ്പുകളും ഡൗൺലോഡുകളും ഉണ്ട്.,It is a great item if you do not watch live TV. There are plenty of pre-installed apps and downloads to keep you busy.
271,"Great product ആണ്, അത്ര നല്ലത് ആയതിനാൽ 4 എണ്ണം വാങ്ങി. 3 gifts ആയി, അവർയും love ചെയ്യുന്നു.",great product so good in fact I bought 4 of them. 3 as gifts and they love thiers too.,"മികച്ച ഉൽപ്പന്നം വളരെ നല്ലതാണ്, വാസ്തവത്തിൽ ഞാൻ അവയിൽ 4 എണ്ണം വാങ്ങി. 3 സമ്മാനങ്ങൾ, അവർ അവരെയും സ്നേഹിക്കുന്നു.",It is a great product. It was so good that I bought four. Three were gifts and they loved it too.
272,"Christmas presents ആയി ഞാൻ ഇവയിൽ 2 എണ്ണം വാങ്ങി, കാരണം last year എനിക്ക് ഒന്ന് കിട്ടി, അത് really liked. ഞാൻ mine എല്ലായിടത്തും കൊണ്ടുപോകുന്നു, beach, doctors office, in-laws, Las Vegas എന്നിവിടങ്ങളിൽ.","I bought 2 of these for Christmas presents because I got one for myself last year and really liked it. I take mine everywhere, on the beach, to the doctors office, to my in laws and Las Vegas just to name a few places.","ക്രിസ്മസ് സമ്മാനങ്ങൾക്കായി ഞാൻ ഇവയിൽ 2 എണ്ണം വാങ്ങി, കാരണം കഴിഞ്ഞ വർഷം എനിക്കായി ഒരെണ്ണം ലഭിച്ചു, അത് ശരിക്കും ഇഷ്ടപ്പെട്ടു. ഞാൻ എന്റേത് എല്ലായിടത്തും, കടൽത്തീരത്ത്, ഡോക്‌ടേഴ്‌സ് ഓഫീസ്, ഇൻ ലോസ്, ലാസ് വെഗാസ് എന്നിവിടങ്ങളിലേക്ക് കൊണ്ടുപോകുന്നു.","I bought two of these as Christmas presents because I got one last year and really liked it. I take mine everywhere, to the beach, doctor’s office, in-laws, and Las Vegas."
273,Amazon Fire Tablet ഞാൻ വാങ്ങിയത് 5-6 years ആയി ഉപയോഗിക്കുന്നതിനാൽ ആണ്. grandchildren ന് വേണ്ടി sturdy tablet വേണമെന്ന് ആഗ്രഹിച്ചു,I purchased the Amazon Fire Tablet because I have had one for about 5 or 6 years. I wanted a tablet that was sturdy and would last because I purchased it for 2 of my grandchildren,"ഞാൻ ആമസോൺ ഫയർ ടാബ്‌ലെറ്റ് വാങ്ങി, കാരണം എനിക്ക് ഏകദേശം 5 അല്ലെങ്കിൽ 6 വർഷമായി ഒരെണ്ണം ഉണ്ട്. എന്റെ 2 പേരക്കുട്ടികൾക്കായി വാങ്ങിയതിനാൽ ഉറച്ചതും നിലനിൽക്കുന്നതുമായ ഒരു ടാബ്‌ലെറ്റ് എനിക്ക് വേണം",I bought the Amazon Fire Tablet as I have been using it for 5–6 years. I wanted a sturdy tablet for my grandchildren.
274,"children (7,11) വേണ്ടി വാങ്ങി, durable easy setup use ആണ്.","I purchased this item for my children, 7 and 11 it has been a good durable easy to use set up and use item.","എന്റെ കുട്ടികൾക്കായി ഞാൻ ഈ ഇനം വാങ്ങി, 7, 11 എന്നിവ സജ്ജീകരിക്കാനും ഉപയോഗിക്കാനും ഉപയോഗിക്കാൻ എളുപ്പമുള്ള ഒരു നല്ല മോടിയുള്ളതാണ്.","Bought for children (7, 11). It is durable and easy to set up and use."
275,word games monopoly play ചെയ്യാൻ കഴിയില്ല but otherwise great,Can't play word games or monopoly but other than that great,"വാക്ക് ഗെയിമുകളോ കുത്തകയോ കളിക്കാൻ കഴിയില്ല, പക്ഷേ അത് മികച്ചതല്ലാതെ മറ്റൊന്നുമല്ല","Cannot play word games or Monopoly, but otherwise great."
276,I love the Amazon TV ഇത് amazing TV box എന്ന് വിളിക്കണം,"I LOVE THE AMAZON TV, THEY SHOULD CALL IT THE AMAZING TV BOX!!!","എനിക്ക് ആമസോൺ ടിവി ഇഷ്ടമാണ്, അവർ അതിനെ അതിശയിപ്പിക്കുന്ന ടിവി ബോക്സ് എന്ന് വിളിക്കണം!!!",I love the Amazon TV. It should be called an amazing TV box.
277,"ഈ tablet job done ചെയ്യുന്നു. ഇത് 50 dollar tablet ആണ്, അതിനാൽ limitations ഉണ്ട് എന്ന് മനസ്സിലാക്കണം. ഞാൻ വാങ്ങിയത് ചെയ്യാൻ ഇത് capable ആണ്, basically email read ചെയ്യാനും videos കാണാനും social media use ചെയ്യാനും. higher end tablet നോട് compare ചെയ്യരുത്, same അല്ല. നിങ്ങൾക്ക് price reflect ചെയ്യുന്ന value അറിയാമെങ്കിൽ complaints ഒന്നുമുണ്ടാകില്ല.","This tablet gets the job done! It is a 50 dollar tablet, so know it is limited in what it can do. It does what I purchased it to do. Basically read email, watch videos and to do social media. You shouldn't compare it to a higher end tablet. NOT the same! You'll have no complaints if you know going into purchasing, you get what the price reflects!","ഈ ടാബ്‌ലെറ്റ് ജോലി പൂർത്തിയാക്കുന്നു! ഇത് 50 ഡോളർ ടാബ്‌ലെറ്റാണ്, അതിനാൽ ഇതിന് ചെയ്യാൻ കഴിയുന്ന കാര്യങ്ങളിൽ ഇത് പരിമിതമാണെന്ന് അറിയുക. ഞാൻ വാങ്ങിയത് ചെയ്യാൻ അത് ചെയ്യുന്നു. അടിസ്ഥാനപരമായി ഇമെയിൽ വായിക്കാനും വീഡിയോകൾ കാണാനും സോഷ്യൽ മീഡിയ ചെയ്യാനും. നിങ്ങൾ അതിനെ ഉയർന്ന നിലവാരമുള്ള ടാബ്‌ലെറ്റുമായി താരതമ്യം ചെയ്യരുത്. സമാനമല്ല! വാങ്ങലിലേക്ക് പോകുന്നത് നിങ്ങൾക്കറിയാമെങ്കിൽ നിങ്ങൾക്ക് പരാതികളൊന്നും ഉണ്ടാകില്ല, വില പ്രതിഫലിപ്പിക്കുന്നത് നിങ്ങൾക്ക് ലഭിക്കും!","This tablet gets the job done. It is a $50 tablet, so you must understand it has limitations. It is capable of what I bought it for, basically reading emails, watching videos, and using social media. Do not compare it with a higher-end tablet. If you understand the value reflects the price, you will have no complaints."
278,bright light low light ഇരുവരിലും works. battery long lasting ആണ്. മുഴുവൻ book finish ചെയ്തിട്ടും battery കുറവായി മാത്രം,Works in lots of light and very minimal light. Battery seems to last a long time. Finished an entire book (Maze Runner) and the battery indicator barely went down.,ധാരാളം വെളിച്ചത്തിലും വളരെ കുറഞ്ഞ വെളിച്ചത്തിലും പ്രവർത്തിക്കുന്നു. ബാറ്ററി വളരെക്കാലം നിലനിൽക്കുമെന്ന് തോന്നുന്നു. ഒരു മുഴുവൻ പുസ്തകവും പൂർത്തിയാക്കി (മെയ്സ് റണ്ണർ) ബാറ്ററി ഇൻഡിക്കേറ്റർ കഷ്ടിച്ച് താഴ്ന്നു.,"Works in both bright and low light. Battery is long lasting. Even after finishing a whole book, only a little battery is used."
